Id,Id2,Geography,Population Estimate (as of July 1) - 2017
0500000US21235,21235,"Whitley County, Kentucky",36214
0500000US21237,21237,"Wolfe County, Kentucky",7264
0500000US21239,21239,"Woodford County, Kentucky",26368
0500000US22001,22001,"Acadia Parish, Louisiana",62590
0500000US22003,22003,"Allen Parish, Louisiana",25621
0500000US22005,22005,"Ascension Parish, Louisiana",122948
0500000US22007,22007,"Assumption Parish, Louisiana",22526
0500000US22009,22009,"Avoyelles Parish, Louisiana",40980
0500000US22011,22011,"Beauregard Parish, Louisiana",36928
0500000US22013,22013,"Bienville Parish, Louisiana",13638
0500000US22015,22015,"Bossier Parish, Louisiana",127634
0500000US22017,22017,"Caddo Parish, Louisiana",246581
0500000US22019,22019,"Calcasieu Parish, Louisiana",202445
0500000US22021,22021,"Caldwell Parish, Louisiana",9950
0500000US22023,22023,"Cameron Parish, Louisiana",6912
0500000US22025,22025,"Catahoula Parish, Louisiana",9875
0500000US22027,22027,"Claiborne Parish, Louisiana",15969
0500000US22029,22029,"Concordia Parish, Louisiana",19866
0500000US22031,22031,"De Soto Parish, Louisiana",27340
0500000US22033,22033,"East Baton Rouge Parish, Louisiana",446268
0500000US22035,22035,"East Carroll Parish, Louisiana",7126
0500000US22037,22037,"East Feliciana Parish, Louisiana",19412
0500000US22039,22039,"Evangeline Parish, Louisiana",33708
0500000US22041,22041,"Franklin Parish, Louisiana",20260
0500000US22043,22043,"Grant Parish, Louisiana",22336
0500000US22045,22045,"Iberia Parish, Louisiana",72176
0500000US22047,22047,"Iberville Parish, Louisiana",33027
0500000US22049,22049,"Jackson Parish, Louisiana",15846
0500000US22051,22051,"Jefferson Parish, Louisiana",439036
0500000US22053,22053,"Jefferson Davis Parish, Louisiana",31477
0500000US22055,22055,"Lafayette Parish, Louisiana",242485
0500000US22057,22057,"Lafourche Parish, Louisiana",98426
0500000US22059,22059,"LaSalle Parish, Louisiana",14933
0500000US22061,22061,"Lincoln Parish, Louisiana",47744
0500000US22063,22063,"Livingston Parish, Louisiana",138228
0500000US22065,22065,"Madison Parish, Louisiana",11316
0500000US22067,22067,"Morehouse Parish, Louisiana",25641
0500000US22069,22069,"Natchitoches Parish, Louisiana",39021
0500000US22071,22071,"Orleans Parish, Louisiana",393292
0500000US22073,22073,"Ouachita Parish, Louisiana",155874
0500000US22075,22075,"Plaquemines Parish, Louisiana",23348
0500000US22077,22077,"Pointe Coupee Parish, Louisiana",22268
0500000US22079,22079,"Rapides Parish, Louisiana",131648
0500000US22081,22081,"Red River Parish, Louisiana",8536
0500000US22083,22083,"Richland Parish, Louisiana",20411
0500000US22085,22085,"Sabine Parish, Louisiana",24018
0500000US22087,22087,"St. Bernard Parish, Louisiana",46202
0500000US22089,22089,"St. Charles Parish, Louisiana",52749
0500000US22091,22091,"St. Helena Parish, Louisiana",10363
0500000US22093,22093,"St. James Parish, Louisiana",21367
0500000US22095,22095,"St. John the Baptist Parish, Louisiana",43441
0500000US22097,22097,"St. Landry Parish, Louisiana",83497
0500000US22099,22099,"St. Martin Parish, Louisiana",54171
0500000US22101,22101,"St. Mary Parish, Louisiana",50973
0500000US22103,22103,"St. Tammany Parish, Louisiana",256327
0500000US22105,22105,"Tangipahoa Parish, Louisiana",132497
0500000US22107,22107,"Tensas Parish, Louisiana",4615
0500000US22109,22109,"Terrebonne Parish, Louisiana",112086
0500000US22111,22111,"Union Parish, Louisiana",22571
0500000US22113,22113,"Vermilion Parish, Louisiana",60136
0500000US22115,22115,"Vernon Parish, Louisiana",50726
0500000US22117,22117,"Washington Parish, Louisiana",46633
0500000US22119,22119,"Webster Parish, Louisiana",39378
0500000US22121,22121,"West Baton Rouge Parish, Louisiana",26265
0500000US22123,22123,"West Carroll Parish, Louisiana",10981
0500000US22125,22125,"West Feliciana Parish, Louisiana",15380
0500000US22127,22127,"Winn Parish, Louisiana",14311
0500000US23001,23001,"Androscoggin County, Maine",107651
0500000US23003,23003,"Aroostook County, Maine",67653
0500000US23005,23005,"Cumberland County, Maine",292500
0500000US23007,23007,"Franklin County, Maine",29988
0500000US23009,23009,"Hancock County, Maine",54497
0500000US23011,23011,"Kennebec County, Maine",121821
0500000US23013,23013,"Knox County, Maine",39790
0500000US23015,23015,"Lincoln County, Maine",34204
0500000US23017,23017,"Oxford County, Maine",57439
0500000US23019,23019,"Penobscot County, Maine",151957
0500000US23021,23021,"Piscataquis County, Maine",16773
0500000US23023,23023,"Sagadahoc County, Maine",35392
0500000US23025,23025,"Somerset County, Maine",50626
0500000US23027,23027,"Waldo County, Maine",39832
0500000US23029,23029,"Washington County, Maine",31593
0500000US23031,23031,"York County, Maine",204191
0500000US24001,24001,"Allegany County, Maryland",71615
0500000US24003,24003,"Anne Arundel County, Maryland",573235
0500000US24005,24005,"Baltimore County, Maryland",832468
0500000US24009,24009,"Calvert County, Maryland",91502
0500000US24011,24011,"Caroline County, Maryland",33193
0500000US24013,24013,"Carroll County, Maryland",167781
0500000US24015,24015,"Cecil County, Maryland",102746
0500000US24017,24017,"Charles County, Maryland",159700
0500000US24019,24019,"Dorchester County, Maryland",32162
0500000US24021,24021,"Frederick County, Maryland",252022
0500000US24023,24023,"Garrett County, Maryland",29233
0500000US24025,24025,"Harford County, Maryland",252160
0500000US24027,24027,"Howard County, Maryland",321113
0500000US24029,24029,"Kent County, Maryland",19384
0500000US24031,24031,"Montgomery County, Maryland",1058810
0500000US24033,24033,"Prince George's County, Maryland",912756
0500000US24035,24035,"Queen Anne's County, Maryland",49770
0500000US24037,24037,"St. Mary's County, Maryland",112667
0500000US24039,24039,"Somerset County, Maryland",25918
0500000US24041,24041,"Talbot County, Maryland",37103
0500000US24043,24043,"Washington County, Maryland",150578
0500000US24045,24045,"Wicomico County, Maryland",102923
0500000US24047,24047,"Worcester County, Maryland",51690
0500000US24510,24510,"Baltimore city, Maryland",611648
0500000US25001,25001,"Barnstable County, Massachusetts",213444
0500000US25003,25003,"Berkshire County, Massachusetts",126313
0500000US25005,25005,"Bristol County, Massachusetts",561483
0500000US25007,25007,"Dukes County, Massachusetts",17325
0500000US25009,25009,"Essex County, Massachusetts",785205
0500000US25011,25011,"Franklin County, Massachusetts",70702
0500000US25013,25013,"Hampden County, Massachusetts",469818
0500000US25015,25015,"Hampshire County, Massachusetts",161834
0500000US25017,25017,"Middlesex County, Massachusetts",1602947
0500000US25019,25019,"Nantucket County, Massachusetts",11229
0500000US25021,25021,"Norfolk County, Massachusetts",700322
0500000US25023,25023,"Plymouth County, Massachusetts",515142
0500000US25025,25025,"Suffolk County, Massachusetts",797939
0500000US25027,25027,"Worcester County, Massachusetts",826116
0500000US26001,26001,"Alcona County, Michigan",10351
0500000US26003,26003,"Alger County, Michigan",9121
0500000US26005,26005,"Allegan County, Michigan",116447
0500000US26007,26007,"Alpena County, Michigan",28462
0500000US26009,26009,"Antrim County, Michigan",23292
0500000US26011,26011,"Arenac County, Michigan",15045
0500000US26013,26013,"Baraga County, Michigan",8441
0500000US26015,26015,"Barry County, Michigan",60586
0500000US26017,26017,"Bay County, Michigan",104239
0500000US26019,26019,"Benzie County, Michigan",17573
0500000US26021,26021,"Berrien County, Michigan",154259
0500000US26023,26023,"Branch County, Michigan",43410
0500000US26025,26025,"Calhoun County, Michigan",134128
0500000US26027,26027,"Cass County, Michigan",51381
0500000US26029,26029,"Charlevoix County, Michigan",26139
0500000US26031,26031,"Cheboygan County, Michigan",25369
0500000US26033,26033,"Chippewa County, Michigan",37711
0500000US26035,26035,"Clare County, Michigan",30653
0500000US26037,26037,"Clinton County, Michigan",78443
0500000US26039,26039,"Crawford County, Michigan",13907
0500000US26041,26041,"Delta County, Michigan",35965
0500000US26043,26043,"Dickinson County, Michigan",25415
0500000US26045,26045,"Eaton County, Michigan",109027
0500000US26047,26047,"Emmet County, Michigan",33193
0500000US26049,26049,"Genesee County, Michigan",407385
0500000US26051,26051,"Gladwin County, Michigan",25234
0500000US26053,26053,"Gogebic County, Michigan",15342
0500000US26055,26055,"Grand Traverse County, Michigan",91807
0500000US26057,26057,"Gratiot County, Michigan",41018
0500000US26059,26059,"Hillsdale County, Michigan",45879
0500000US26061,26061,"Houghton County, Michigan",36305
0500000US26063,26063,"Huron County, Michigan",31280
0500000US26065,26065,"Ingham County, Michigan",290186
0500000US26067,26067,"Ionia County, Michigan",64291
0500000US26069,26069,"Iosco County, Michigan",25162
0500000US26071,26071,"Iron County, Michigan",11124
0500000US26073,26073,"Isabella County, Michigan",71063
0500000US26075,26075,"Jackson County, Michigan",158640
0500000US26077,26077,"Kalamazoo County, Michigan",262985
0500000US26079,26079,"Kalkaska County, Michigan",17634
0500000US26081,26081,"Kent County, Michigan",648594
0500000US26083,26083,"Keweenaw County, Michigan",2105
0500000US26085,26085,"Lake County, Michigan",12013
0500000US26087,26087,"Lapeer County, Michigan",88174
0500000US26089,26089,"Leelanau County, Michigan",21657
0500000US26091,26091,"Lenawee County, Michigan",98623
0500000US26093,26093,"Livingston County, Michigan",189651
0500000US26095,26095,"Luce County, Michigan",6358
0500000US26097,26097,"Mackinac County, Michigan",10712
0500000US26099,26099,"Macomb County, Michigan",871375
0500000US26101,26101,"Manistee County, Michigan",24427
0500000US26103,26103,"Marquette County, Michigan",66502
0500000US26105,26105,"Mason County, Michigan",29073
0500000US26107,26107,"Mecosta County, Michigan",43391
0500000US26109,26109,"Menominee County, Michigan",23046
0500000US26111,26111,"Midland County, Michigan",83411
0500000US26113,26113,"Missaukee County, Michigan",14998
0500000US26115,26115,"Monroe County, Michigan",149649
0500000US26117,26117,"Montcalm County, Michigan",63550
0500000US26119,26119,"Montmorency County, Michigan",9250
0500000US26121,26121,"Muskegon County, Michigan",173693
0500000US26123,26123,"Newaygo County, Michigan",48242
0500000US26125,26125,"Oakland County, Michigan",1250836
0500000US26127,26127,"Oceana County, Michigan",26442
0500000US26129,26129,"Ogemaw County, Michigan",20981
0500000US26131,26131,"Ontonagon County, Michigan",5881
0500000US26133,26133,"Osceola County, Michigan",23260
0500000US26135,26135,"Oscoda County, Michigan",8287
0500000US26137,26137,"Otsego County, Michigan",24538
0500000US26139,26139,"Ottawa County, Michigan",286383
0500000US26141,26141,"Presque Isle County, Michigan",12791
0500000US26143,26143,"Roscommon County, Michigan",23895
0500000US26145,26145,"Saginaw County, Michigan",191934
0500000US26147,26147,"St. Clair County, Michigan",159350
0500000US26149,26149,"St. Joseph County, Michigan",60947
0500000US26151,26151,"Sanilac County, Michigan",41269
0500000US26153,26153,"Schoolcraft County, Michigan",8049
0500000US26155,26155,"Shiawassee County, Michigan",68446
0500000US26157,26157,"Tuscola County, Michigan",52764
0500000US26159,26159,"Van Buren County, Michigan",75353
0500000US26161,26161,"Washtenaw County, Michigan",367627
0500000US26163,26163,"Wayne County, Michigan",1753616
0500000US26165,26165,"Wexford County, Michigan",33276
0500000US27001,27001,"Aitkin County, Minnesota",15829
0500000US27003,27003,"Anoka County, Minnesota",351373
0500000US27005,27005,"Becker County, Minnesota",34098
0500000US27007,27007,"Beltrami County, Minnesota",46513
0500000US27009,27009,"Benton County, Minnesota",39937
0500000US27011,27011,"Big Stone County, Minnesota",5026
0500000US27013,27013,"Blue Earth County, Minnesota",66973
0500000US27015,27015,"Brown County, Minnesota",25194
0500000US27017,27017,"Carlton County, Minnesota",35498
0500000US27019,27019,"Carver County, Minnesota",102119
0500000US27021,27021,"Cass County, Minnesota",29355
0500000US27023,27023,"Chippewa County, Minnesota",11980
0500000US27025,27025,"Chisago County, Minnesota",55308
0500000US27027,27027,"Clay County, Minnesota",63569
0500000US27029,27029,"Clearwater County, Minnesota",8878
0500000US27031,27031,"Cook County, Minnesota",5398
0500000US27033,27033,"Cottonwood County, Minnesota",11295
0500000US27035,27035,"Crow Wing County, Minnesota",64424
0500000US27037,27037,"Dakota County, Minnesota",421751
0500000US27039,27039,"Dodge County, Minnesota",20762
0500000US27041,27041,"Douglas County, Minnesota",37575
0500000US27043,27043,"Faribault County, Minnesota",13784
0500000US27045,27045,"Fillmore County, Minnesota",20980
0500000US27047,27047,"Freeborn County, Minnesota",30535
0500000US27049,27049,"Goodhue County, Minnesota",46304
0500000US27051,27051,"Grant County, Minnesota",5941
0500000US27053,27053,"Hennepin County, Minnesota",1252024
0500000US27055,27055,"Houston County, Minnesota",18660
0500000US27057,27057,"Hubbard County, Minnesota",21018
0500000US27059,27059,"Isanti County, Minnesota",39582
0500000US27061,27061,"Itasca County, Minnesota",45137
0500000US27063,27063,"Jackson County, Minnesota",9946
0500000US27065,27065,"Kanabec County, Minnesota",16024
0500000US27067,27067,"Kandiyohi County, Minnesota",42743
0500000US27069,27069,"Kittson County, Minnesota",4250
0500000US27071,27071,"Koochiching County, Minnesota",12528
0500000US27073,27073,"Lac qui Parle County, Minnesota",6685
0500000US27075,27075,"Lake County, Minnesota",10524
0500000US27077,27077,"Lake of the Woods County, Minnesota",3744
0500000US27079,27079,"Le Sueur County, Minnesota",28111
0500000US27081,27081,"Lincoln County, Minnesota",5678
0500000US27083,27083,"Lyon County, Minnesota",25831
0500000US27085,27085,"McLeod County, Minnesota",35884
0500000US27087,27087,"Mahnomen County, Minnesota",5596
0500000US27089,27089,"Marshall County, Minnesota",9356
0500000US27091,27091,"Martin County, Minnesota",19850
0500000US27093,27093,"Meeker County, Minnesota",23131
0500000US27095,27095,"Mille Lacs County, Minnesota",25872
0500000US27097,27097,"Morrison County, Minnesota",33064
0500000US27099,27099,"Mower County, Minnesota",39566
0500000US27101,27101,"Murray County, Minnesota",8346
0500000US27103,27103,"Nicollet County, Minnesota",33966
0500000US27105,27105,"Nobles County, Minnesota",21944
0500000US27107,27107,"Norman County, Minnesota",6597
0500000US27109,27109,"Olmsted County, Minnesota",154930
0500000US27111,27111,"Otter Tail County, Minnesota",58345
0500000US27113,27113,"Pennington County, Minnesota",14238
0500000US27115,27115,"Pine County, Minnesota",29203
0500000US27117,27117,"Pipestone County, Minnesota",9087
0500000US27119,27119,"Polk County, Minnesota",31619
0500000US27121,27121,"Pope County, Minnesota",10970
0500000US27123,27123,"Ramsey County, Minnesota",547974
0500000US27125,27125,"Red Lake County, Minnesota",4030
0500000US27127,27127,"Redwood County, Minnesota",15272
0500000US27129,27129,"Renville County, Minnesota",14645
0500000US27131,27131,"Rice County, Minnesota",65968
0500000US27133,27133,"Rock County, Minnesota",9490
0500000US27135,27135,"Roseau County, Minnesota",15327
0500000US27137,27137,"St. Louis County, Minnesota",200000
0500000US27139,27139,"Scott County, Minnesota",145827
0500000US27141,27141,"Sherburne County, Minnesota",94570
0500000US27143,27143,"Sibley County, Minnesota",14869
0500000US27145,27145,"Stearns County, Minnesota",157822
0500000US27147,27147,"Steele County, Minnesota",36887
0500000US27149,27149,"Stevens County, Minnesota",9634
0500000US27151,27151,"Swift County, Minnesota",9407
0500000US27153,27153,"Todd County, Minnesota",24515
0500000US27155,27155,"Traverse County, Minnesota",3319
0500000US27157,27157,"Wabasha County, Minnesota",21608
0500000US27159,27159,"Wadena County, Minnesota",13669
0500000US27161,27161,"Waseca County, Minnesota",18787
0500000US27163,27163,"Washington County, Minnesota",256348
0500000US27165,27165,"Watonwan County, Minnesota",10840
0500000US27167,27167,"Wilkin County, Minnesota",6324
0500000US27169,27169,"Winona County, Minnesota",50873
0500000US27171,27171,"Wright County, Minnesota",134286
0500000US27173,27173,"Yellow Medicine County, Minnesota",9867
0500000US28001,28001,"Adams County, Mississippi",31003
0500000US28003,28003,"Alcorn County, Mississippi",37210
0500000US28005,28005,"Amite County, Mississippi",12447
0500000US28007,28007,"Attala County, Mississippi",18477
0500000US28009,28009,"Benton County, Mississippi",8312
0500000US28011,28011,"Bolivar County, Mississippi",31945
0500000US28013,28013,"Calhoun County, Mississippi",14492
0500000US28015,28015,"Carroll County, Mississippi",10139
0500000US28017,28017,"Chickasaw County, Mississippi",17146
0500000US28019,28019,"Choctaw County, Mississippi",8278
0500000US28021,28021,"Claiborne County, Mississippi",8950
0500000US28023,28023,"Clarke County, Mississippi",15828
0500000US28025,28025,"Clay County, Mississippi",19640
0500000US28027,28027,"Coahoma County, Mississippi",23154
0500000US28029,28029,"Copiah County, Mississippi",28516
0500000US28031,28031,"Covington County, Mississippi",19079
0500000US28033,28033,"DeSoto County, Mississippi",178751
0500000US28035,28035,"Forrest County, Mississippi",75471
0500000US28037,28037,"Franklin County, Mississippi",7765
0500000US28039,28039,"George County, Mississippi",24094
0500000US28041,28041,"Greene County, Mississippi",13345
0500000US28043,28043,"Grenada County, Mississippi",21087
0500000US28045,28045,"Hancock County, Mississippi",47053
0500000US28047,28047,"Harrison County, Mississippi",205027
0500000US28049,28049,"Hinds County, Mississippi",239497
0500000US28051,28051,"Holmes County, Mississippi",17739
0500000US28053,28053,"Humphreys County, Mississippi",8342
0500000US28055,28055,"Issaquena County, Mississippi",1339
0500000US28057,28057,"Itawamba County, Mississippi",23508
0500000US28059,28059,"Jackson County, Mississippi",142152
0500000US28061,28061,"Jasper County, Mississippi",16582
0500000US28063,28063,"Jefferson County, Mississippi",7262
0500000US28065,28065,"Jefferson Davis County, Mississippi",11314
0500000US28067,28067,"Jones County, Mississippi",67930
0500000US28069,28069,"Kemper County, Mississippi",9883
0500000US28071,28071,"Lafayette County, Mississippi",54374
0500000US28073,28073,"Lamar County, Mississippi",61374
0500000US28075,28075,"Lauderdale County, Mississippi",76155
0500000US28077,28077,"Lawrence County, Mississippi",12643
0500000US28079,28079,"Leake County, Mississippi",22715
0500000US28081,28081,"Lee County, Mississippi",84933
0500000US28083,28083,"Leflore County, Mississippi",29223
0500000US28085,28085,"Lincoln County, Mississippi",34347
0500000US28087,28087,"Lowndes County, Mississippi",59186
0500000US28089,28089,"Madison County, Mississippi",104618
0500000US28091,28091,"Marion County, Mississippi",25069
0500000US28093,28093,"Marshall County, Mississippi",35619
0500000US28095,28095,"Monroe County, Mississippi",35872
0500000US28097,28097,"Montgomery County, Mississippi",10173
0500000US28099,28099,"Neshoba County, Mississippi",29369
0500000US28101,28101,"Newton County, Mississippi",21185
0500000US28103,28103,"Noxubee County, Mississippi",10742
0500000US28105,28105,"Oktibbeha County, Mississippi",49799
0500000US28107,28107,"Panola County, Mississippi",33994
0500000US28109,28109,"Pearl River County, Mississippi",55270
0500000US28111,28111,"Perry County, Mississippi",12032
0500000US28113,28113,"Pike County, Mississippi",39468
0500000US28115,28115,"Pontotoc County, Mississippi",31640
0500000US28117,28117,"Prentiss County, Mississippi",25261
0500000US28119,28119,"Quitman County, Mississippi",7269
0500000US28121,28121,"Rankin County, Mississippi",152080
0500000US28123,28123,"Scott County, Mississippi",28420
0500000US28125,28125,"Sharkey County, Mississippi",4435
0500000US28127,28127,"Simpson County, Mississippi",26947
0500000US28129,28129,"Smith County, Mississippi",16078
0500000US28131,28131,"Stone County, Mississippi",18112
0500000US28133,28133,"Sunflower County, Mississippi",25981
0500000US28135,28135,"Tallahatchie County, Mississippi",14125
0500000US28137,28137,"Tate County, Mississippi",28441
0500000US28139,28139,"Tippah County, Mississippi",21969
0500000US28141,28141,"Tishomingo County, Mississippi",19542
0500000US28143,28143,"Tunica County, Mississippi",10024
0500000US28145,28145,"Union County, Mississippi",28556
0500000US28147,28147,"Walthall County, Mississippi",14499
0500000US28149,28149,"Warren County, Mississippi",46768
0500000US28151,28151,"Washington County, Mississippi",46221
0500000US28153,28153,"Wayne County, Mississippi",20446
0500000US28155,28155,"Webster County, Mississippi",9765
0500000US28157,28157,"Wilkinson County, Mississippi",8804
0500000US28159,28159,"Winston County, Mississippi",18246
0500000US28161,28161,"Yalobusha County, Mississippi",12497
0500000US28163,28163,"Yazoo County, Mississippi",27057
0500000US29001,29001,"Adair County, Missouri",25377
0500000US29003,29003,"Andrew County, Missouri",17555
0500000US29005,29005,"Atchison County, Missouri",5275
0500000US29007,29007,"Audrain County, Missouri",25641
0500000US29009,29009,"Barry County, Missouri",35668
0500000US29011,29011,"Barton County, Missouri",11850
0500000US29013,29013,"Bates County, Missouri",16334
0500000US29015,29015,"Benton County, Missouri",19074
0500000US29017,29017,"Bollinger County, Missouri",12306
0500000US29019,29019,"Boone County, Missouri",178271
0500000US29021,29021,"Buchanan County, Missouri",89065
0500000US29023,29023,"Butler County, Missouri",42666
0500000US29025,29025,"Caldwell County, Missouri",9100
0500000US29027,29027,"Callaway County, Missouri",45032
0500000US29029,29029,"Camden County, Missouri",45632
0500000US29031,29031,"Cape Girardeau County, Missouri",78161
0500000US29033,29033,"Carroll County, Missouri",8796
0500000US29035,29035,"Carter County, Missouri",6169
0500000US29037,29037,"Cass County, Missouri",103724
0500000US29039,29039,"Cedar County, Missouri",14073
0500000US29041,29041,"Chariton County, Missouri",7480
0500000US29043,29043,"Christian County, Missouri",85432
0500000US29045,29045,"Clark County, Missouri",6723
0500000US29047,29047,"Clay County, Missouri",242874
0500000US29049,29049,"Clinton County, Missouri",20554
0500000US29051,29051,"Cole County, Missouri",76708
0500000US29053,29053,"Cooper County, Missouri",17644
0500000US29055,29055,"Crawford County, Missouri",24102
0500000US29057,29057,"Dade County, Missouri",7588
0500000US29059,29059,"Dallas County, Missouri",16673
0500000US29061,29061,"Daviess County, Missouri",8361
0500000US29063,29063,"DeKalb County, Missouri",12588
0500000US29065,29065,"Dent County, Missouri",15480
0500000US29067,29067,"Douglas County, Missouri",13300
0500000US29069,29069,"Dunklin County, Missouri",30119
0500000US29071,29071,"Franklin County, Missouri",103330
0500000US29073,29073,"Gasconade County, Missouri",14726
0500000US29075,29075,"Gentry County, Missouri",6665
0500000US29077,29077,"Greene County, Missouri",289805
0500000US29079,29079,"Grundy County, Missouri",9949
0500000US29081,29081,"Harrison County, Missouri",8524
0500000US29083,29083,"Henry County, Missouri",21718
0500000US29085,29085,"Hickory County, Missouri",9475
0500000US29087,29087,"Holt County, Missouri",4413
0500000US29089,29089,"Howard County, Missouri",10139
0500000US29091,29091,"Howell County, Missouri",40103
0500000US29093,29093,"Iron County, Missouri",10226
0500000US29095,29095,"Jackson County, Missouri",698895
0500000US29097,29097,"Jasper County, Missouri",120217
0500000US29099,29099,"Jefferson County, Missouri",223810
0500000US29101,29101,"Johnson County, Missouri",53897
0500000US29103,29103,"Knox County, Missouri",3977
0500000US29105,29105,"Laclede County, Missouri",35443
0500000US29107,29107,"Lafayette County, Missouri",32641
0500000US29109,29109,"Lawrence County, Missouri",38434
0500000US29111,29111,"Lewis County, Missouri",9967
0500000US29113,29113,"Lincoln County, Missouri",56183
0500000US29115,29115,"Linn County, Missouri",12194
0500000US29117,29117,"Livingston County, Missouri",15173
0500000US29119,29119,"McDonald County, Missouri",22828
0500000US29121,29121,"Macon County, Missouri",15251
0500000US29123,29123,"Madison County, Missouri",12243
0500000US29125,29125,"Maries County, Missouri",8867
0500000US29127,29127,"Marion County, Missouri",28634
0500000US29129,29129,"Mercer County, Missouri",3678
0500000US29131,29131,"Miller County, Missouri",25228
0500000US29133,29133,"Mississippi County, Missouri",13586
0500000US29135,29135,"Moniteau County, Missouri",16063
0500000US29137,29137,"Monroe County, Missouri",8612
0500000US29139,29139,"Montgomery County, Missouri",11438
0500000US29141,29141,"Morgan County, Missouri",20145
0500000US29143,29143,"New Madrid County, Missouri",17582
0500000US29145,29145,"Newton County, Missouri",58290
0500000US29147,29147,"Nodaway County, Missouri",22472
0500000US29149,29149,"Oregon County, Missouri",10558
0500000US29151,29151,"Osage County, Missouri",13662
0500000US29153,29153,"Ozark County, Missouri",9186
0500000US29155,29155,"Pemiscot County, Missouri",16826
0500000US29157,29157,"Perry County, Missouri",19225
0500000US29159,29159,"Pettis County, Missouri",42558
0500000US29161,29161,"Phelps County, Missouri",44744
0500000US29163,29163,"Pike County, Missouri",18567
0500000US29165,29165,"Platte County, Missouri",101187
0500000US29167,29167,"Polk County, Missouri",31794
0500000US29169,29169,"Pulaski County, Missouri",52059
0500000US29171,29171,"Putnam County, Missouri",4811
0500000US29173,29173,"Ralls County, Missouri",10224
0500000US29175,29175,"Randolph County, Missouri",24945
0500000US29177,29177,"Ray County, Missouri",22855
0500000US29179,29179,"Reynolds County, Missouri",6275
0500000US29181,29181,"Ripley County, Missouri",13564
0500000US29183,29183,"St. Charles County, Missouri",395504
0500000US29185,29185,"St. Clair County, Missouri",9362
0500000US29186,29186,"Ste. Genevieve County, Missouri",17843
0500000US29187,29187,"St. Francois County, Missouri",66705
0500000US29189,29189,"St. Louis County, Missouri",996726
0500000US29195,29195,"Saline County, Missouri",22660
0500000US29197,29197,"Schuyler County, Missouri",4508
0500000US29199,29199,"Scotland County, Missouri",4963
0500000US29201,29201,"Scott County, Missouri",38541
0500000US29203,29203,"Shannon County, Missouri",8249
0500000US29205,29205,"Shelby County, Missouri",6021
0500000US29207,29207,"Stoddard County, Missouri",29369
0500000US29209,29209,"Stone County, Missouri",31699
0500000US29211,29211,"Sullivan County, Missouri",6229
0500000US29213,29213,"Taney County, Missouri",55355
0500000US29215,29215,"Texas County, Missouri",25735
0500000US29217,29217,"Vernon County, Missouri",20437
0500000US29219,29219,"Warren County, Missouri",34373
0500000US29221,29221,"Washington County, Missouri",25022
0500000US29223,29223,"Wayne County, Missouri",13296
0500000US29225,29225,"Webster County, Missouri",38665
0500000US29227,29227,"Worth County, Missouri",2057
0500000US29229,29229,"Wright County, Missouri",18331
0500000US29510,29510,"St. Louis city, Missouri",308626
0500000US30001,30001,"Beaverhead County, Montana",9434
0500000US30003,30003,"Big Horn County, Montana",13360
0500000US30005,30005,"Blaine County, Montana",6708
0500000US30007,30007,"Broadwater County, Montana",5936
0500000US30009,30009,"Carbon County, Montana",10696
0500000US30011,30011,"Carter County, Montana",1222
0500000US30013,30013,"Cascade County, Montana",81654
0500000US30015,30015,"Chouteau County, Montana",5765
0500000US30017,30017,"Custer County, Montana",11721
0500000US30019,30019,"Daniels County, Montana",1737
0500000US30021,30021,"Dawson County, Montana",8950
0500000US30023,30023,"Deer Lodge County, Montana",9106
0500000US30025,30025,"Fallon County, Montana",3009
0500000US30027,30027,"Fergus County, Montana",11291
0500000US30029,30029,"Flathead County, Montana",100000
0500000US30031,30031,"Gallatin County, Montana",107810
0500000US30033,30033,"Garfield County, Montana",1293
0500000US30035,30035,"Glacier County, Montana",13640
0500000US30037,30037,"Golden Valley County, Montana",822
0500000US30039,30039,"Granite County, Montana",3358
0500000US30041,30041,"Hill County, Montana",16463
0500000US30043,30043,"Jefferson County, Montana",11891
0500000US30045,30045,"Judith Basin County, Montana",1961
0500000US30047,30047,"Lake County, Montana",30273
0500000US30049,30049,"Lewis and Clark County, Montana",67773
0500000US30051,30051,"Liberty County, Montana",2427
0500000US30053,30053,"Lincoln County, Montana",19440
0500000US30055,30055,"McCone County, Montana",1718
0500000US30057,30057,"Madison County, Montana",8175
0500000US30059,30059,"Meagher County, Montana",1851
0500000US30061,30061,"Mineral County, Montana",4255
0500000US30063,30063,"Missoula County, Montana",117441
0500000US30065,30065,"Musselshell County, Montana",4639
0500000US30067,30067,"Park County, Montana",16353
0500000US30069,30069,"Petroleum County, Montana",523
0500000US30071,30071,"Phillips County, Montana",4119
0500000US30073,30073,"Pondera County, Montana",5960
0500000US30075,30075,"Powder River County, Montana",1752
0500000US30077,30077,"Powell County, Montana",6795
0500000US30079,30079,"Prairie County, Montana",1109
0500000US30081,30081,"Ravalli County, Montana",42563
0500000US30083,30083,"Richland County, Montana",11039
0500000US30085,30085,"Roosevelt County, Montana",11098
0500000US30087,30087,"Rosebud County, Montana",9248
0500000US30089,30089,"Sanders County, Montana",11711
0500000US30091,30091,"Sheridan County, Montana",3469
0500000US30093,30093,"Silver Bow County, Montana",34602
0500000US30095,30095,"Stillwater County, Montana",9419
0500000US30097,30097,"Sweet Grass County, Montana",3691
0500000US30099,30099,"Teton County, Montana",6085
0500000US30101,30101,"Toole County, Montana",4886
